6464,00000000000000
5093,000000000000010
5127,0000000000000110
3498,0000000000000111
4003,0000000000001
3085,000000000001000
3241,000000000001001
3547,00000000000101
4726,00000000000110
2525,000000000001110
3439,000000000001111
2641,000000000010
2555,000000000011000
3591,000000000011001
3245,00000000001101
2211,00000000001110
4841,00000000001111
6456,00000000010000
5952,00000000010001
2281,00000000010010
4185,00000000010011
1910,00000000010100
3235,00000000010101
12477,0000000001011
5805,000000000110000
4105,000000000110001
4489,00000000011001
2302,00000000011010
4728,00000000011011
4840,000000000111
1416,00000000100000
2380,000000001000010
2319,000000001000011
3315,0000000010001
4555,0000000010010000
4055,0000000010010001
1817,0000000010010010
4277,0000000010010011
2469,0000000010010100
2554,0000000010010101
4333,000000001001011
3852,00000000100110000
3448,00000000100110001
2575,0000000010011001
1911,000000001001101000
1734,000000001001101001
3176,00000000100110101
1739,0000000010011011
5627,000000001001110
2730,0000000010011110
3443,0000000010011111
2153,00000000101000
2073,00000000101001
2636,0000000010101
1956,00000000101100
2781,00000000101101
3872,00000000101110
2820,0000000010111100
3879,0000000010111101
2645,000000001011111
1533,00000000110000
1899,00000000110001
2935,0000000011001
1452,000000001101000
2077,000000001101001
3764,00000000110101
2318,00000000110110
4058,00000000110111
3229,000000001110000
1897,000000001110001
2589,00000000111001
3106,00000000111010
1971,000000001110110
2028,000000001110111
2368,000000001111
1761,0000000100000
1453,0000000100001
2127,0000000100010
1531,0000000100011
1803,00000001001000
1652,00000001001001
2508,0000000100101
1356,0000000100110
3177,0000000100111
3921,00000001010000
4823,000000010100010
3131,000000010100011
6584,0000000101001
3902,000000010101000
4345,000000010101001
3466,000000010101010
2594,000000010101011
8125,00000001010110
4872,00000001010111
5549,0000000101100
4100,00000001011010
2055,000000010110110
1847,000000010110111
5316,0000000101110
8603,00000001011110
5751,00000001011111
5787,00000001100000
4805,00000001100001
1898,0000000110001
6586,000000011001
2532,0000000110100
1765,0000000110101
3887,00000001101100
3927,00000001101101
5385,0000000110111
2511,00000001110000
2293,0000000111000100
3080,0000000111000101
2047,000000011100011
4164,00000001110010
3150,00000001110011
2240,00000001110100
2069,000000011101010
3048,000000011101011
2707,000000011101100
5674,000000011101101
2316,00000001110111
181,000000011110
2393,000000011111
1253,00000010000
1175,00000010001
131,000000100100
1142,00000010010100
1126,00000010010101
1163,0000001001011
1183,000000100110
1197,000000100111
1315,0000001010
1304,0000001011
1345,000000110000
1367,000000110001
1641,00000011001
2232,00000011010
1640,0000001101100
1276,0000001101101000
1266,00000011011010010
1576,00000011011010011
1657,000000110110101
2587,00000011011011
1296,000000110111
2112,0000001110000
2884,0000001110001
3283,0000001110010
2016,00000011100110
1490,00000011100111
1815,000000111010
1525,00000011101100
1294,000000111011010
1267,000000111011011
2578,0000001110111
1306,0000001111000
1399,0000001111001
150,0000001111010
153,00000011110110
2687,00000011110111
1400,00000011111
6552,000001000000
7114,0000010000010
4265,0000010000011
6792,000001000010000
3228,000001000010001
4472,00000100001001000
4963,00000100001001001
4601,0000010000100101
6281,00000100001001100
10260,00000100001001101000
3890,00000100001001101001
5858,00000100001001101010
10577,00000100001001101011
9142,0000010000100110110
6561,0000010000100110111
6103,0000010000100111
3037,00000100001010
2200,00000100001011
23487,0000010000110000
9652,0000010000110001
8440,0000010000110010
6992,0000010000110011
4853,000001000011010
6736,000001000011011
8095,000001000011100
13047,000001000011101
5464,000001000011110
10474,00000100001111100
5341,000001000011111010
10120,000001000011111011
8406,0000010000111111
2693,00000100010000000
4040,00000100010000001
4664,00000100010000010
5585,00000100010000011
4146,000001000100001
6751,0000010001000100
9079,0000010001000101
9279,000001000100011
11343,00000100010010
8128,00000100010011
10439,0000010001010
7704,0000010001011
2890,0000010001100
8578,000001000110100
3738,000001000110101
11970,0000010001101100
14547,0000010001101101
8276,00000100011011100
10755,000001000110111010
10264,0000010001101110110
9214,00000100011011101110
9528,00000100011011101111
9429,00000100011011110
13975,0000010001101111100
15574,0000010001101111101
6135,000001000110111111
3258,0000010001110
5992,00000100011110
5768,00000100011111
15427,00000100100000000
17318,00000100100000001
17393,0000010010000001
9310,000001001000001
7948,0000010010000100
15227,0000010010000101
12868,00000100100001100
3267,00000100100001101
10329,0000010010000111000
8925,0000010010000111001
11079,0000010010000111010
21260,0000010010000111011
6324,000001001000011110
17799,000001001000011111
7406,00000100100010
12488,000001001000110
9372,000001001000111
13937,00000100100100
9691,000001001001010
2922,000001001001011
13991,0000010010011
7180,00000100101
20049,0000010011000
186,00000100110010
179,00000100110011
11622,000001001101
16408,0000010011100
6187,0000010011101
9235,0000010011110
21359,0000010011111
5471,0000010100000
4954,0000010100001
8926,000001010001000
7305,000001010001001
8113,00000101000101
5735,0000010100011
6159,00000101001000
4897,00000101001001
5841,00000101001010
6221,00000101001011
7349,000001010011000
7602,000001010011001
3187,0000010100110100
6274,00000101001101010
7237,00000101001101011000
8710,000001010011010110010
5655,0000010100110101100110
5650,0000010100110101100111
8831,000001010011010110100
5937,000001010011010110101
7886,00000101001101011011
6021,000001010011010111
2367,0000010100110110
3661,000001010011011100
2936,000001010011011101
4734,00000101001101111
3062,0000010100111
4750,000001010100
6371,0000010101010
3109,00000101010110
3874,000001010101110
6565,000001010101111
7236,00000101011
6802,00000101100000
5097,00000101100001
5324,0000010110001
3632,0000010110010000
5685,0000010110010001
7318,0000010110010010
7768,0000010110010011
5000,00000101100101
3474,0000010110011000
5166,000001011001100100
3430,000001011001100101
5302,00000101100110011
2697,000001011001101
6216,00000101100111000
3307,00000101100111001
8568,00000101100111010
5419,00000101100111011
13936,000001011001111
3079,0000010110100
3878,0000010110101
3512,0000010110110000
6178,000001011011000100
4541,000001011011000101
3853,00000101101100011
6959,000001011011001
2982,0000010110110100
7564,00000101101101010
4740,00000101101101011
10492,000001011011011
3813,0000010110111
5076,0000010111000
6546,0000010111001
6218,000001011101
15390,00000101111000
4316,000001011110010
8977,0000010111100110
6920,0000010111100111
7395,0000010111101000
4810,0000010111101001
6059,0000010111101010
8331,00000101111010110
8235,00000101111010111
6084,0000010111101100
11158,0000010111101101
6312,000001011110111
8650,0000010111110000
22590,00000101111100010
15702,00000101111100011
4289,000001011111001
3787,000001011111010
7676,0000010111110110
18011,0000010111110111
7143,000001011111100000
2467,000001011111100001
6495,00000101111110001
9339,0000010111111001
7794,000001011111101
4658,00000101111111
15731,000001100000
14949,000001100001
20212,0000011000100
22166,0000011000101
25434,000001100011
25950,00000110010000
22723,00000110010001
22148,0000011001001
27832,000001100101000
22589,000001100101001
27813,00000110010101
25894,00000110010110
25101,00000110010111
26384,00000110011
3130,00000110100
2406,00000110101
3630,00000110110
5066,0000011011100
5381,0000011011101
4536,000001101111
3237,00000111000
3302,000001110010
2189,0000011100110
4445,000001110011100
7308,000001110011101
7754,00000111001111
7268,0000011101000
3063,00000111010010
23612,0000011101001100
13354,0000011101001101
12221,00000111010011100
10185,00000111010011101
21928,0000011101001111
3135,000001110101000
108,000001110101001
23580,0000011101010100
3604,00000111010101010
21062,0000011101010101100
18893,0000011101010101101
16625,000001110101010111
3947,00000111010101100
4825,00000111010101101
10736,000001110101011100
23915,000001110101011101
12189,000001110101011110
23330,000001110101011111
20008,0000011101011000
6172,00000111010110010
16385,000001110101100110
2627,0000011101011001110
22878,00000111010110011110
4730,000001110101100111110
15832,0000011101011001111110
16380,0000011101011001111111
16627,00000111010110100
8278,00000111010110101
18427,00000111010110110000
4254,00000111010110110001
4200,0000011101011011001
3158,0000011101011011010
12863,0000011101011011011
11724,00000111010110111000
13188,00000111010110111001
20940,00000111010110111010
13058,00000111010110111011
8180,000001110101101111
3225,000001110101110000
5975,0000011101011100010
3369,0000011101011100011
9049,00000111010111001
2289,0000011101011101
4556,000001110101111
5593,000001110110000
6395,000001110110001
8979,0000011101100100
13616,0000011101100101
6046,000001110110011
9928,00000111011010000
8555,00000111011010001
18279,0000011101101001
6501,000001110110101000
9784,000001110110101001
5051,00000111011010101
4878,00000111011010110
4507,00000111011010111
2722,000001110110110
3562,00000111011011100
5154,00000111011011101
8003,0000011101101111
11275,000001110111000000
12126,000001110111000001
8083,000001110111000010
7431,000001110111000011
12901,0000011101110001000
12160,0000011101110001001
28013,00000111011100010100
