10434,000000000000000
1288,0000000000000010
18608,0000000000000011
18999,00000000000001
5071,0000000000001
11733,00000000000100
1562,00000000000101
13606,0000000000011
2224,000000000010
16465,000000000011
3016,000000000100000
21394,000000000100001
27743,0000000001000100
9897,0000000001000101
11601,00000000010001100
28816,00000000010001101
2814,0000000001000111
18528,00000000010010
1076,00000000010011
18987,0000000001010
12071,00000000010110
14537,000000000101110
2871,000000000101111
15445,0000000001100
4862,000000000110100
23567,000000000110101
18489,000000000110110
2854,0000000001101110
27731,0000000001101111
26390,00000000011100
20078,0000000001110100
19165,0000000001110101
1468,000000000111011
19264,00000000011110000
27701,00000000011110001
323,00000000011110010
10295,00000000011110011
20287,000000000111101
6080,0000000001111100
4409,0000000001111101
25197,0000000001111110
16240,0000000001111111
19224,0000000010000
15963,0000000010001
11427,0000000010010
13110,00000000100110
27253,00000000100111
10826,000000001010
2560,0000000010110
15089,0000000010111
25447,000000001100
15056,00000000110100
13438,00000000110101
20409,00000000110110
26356,00000000110111
18238,0000000011100
2400,00000000111010
6733,0000000011101100
2534,0000000011101101
1638,000000001110111
7972,00000000111100
22982,000000001111010
23122,000000001111011
9936,00000000111110
12628,00000000111111
8521,000000010
19241,000000011000
23656,0000000110010000000
5713,0000000110010000001
27628,000000011001000001
1028,00000001100100001
9941,0000000110010001
6613,000000011001001
20117,00000001100101
25238,0000000110011
15813,000000011010
637,000000011011
7155,00000001110000000
21603,00000001110000001
5418,00000001110000010
1721,00000001110000011
22394,000000011100001
15579,00000001110001
13248,000000011100100
8316,0000000111001010
395,0000000111001011
13046,000000011100110
23576,0000000111001110
10590,000000011100111100
28941,000000011100111101
28569,000000011100111110
8162,000000011100111111
14484,000000011101
16179,0000000111100
11185,000000011110100
4192,000000011110101
23458,000000011110110
24152,000000011110111
9111,00000001111100
12435,00000001111101000
19589,00000001111101001
1490,0000000111110101
15968,000000011111011
27964,0000000111111
13746,0000001000
1969,0000001001
21348,000000101000
3831,000000101001
14258,00000010101000
4056,00000010101001
25472,0000001010101
8023,000000101011
6451,0000001011000
25251,0000001011001
26664,00000010110100
15029,00000010110101
18427,0000001011011
26845,00000010111
22486,00000011000
2300,0000001100100
7169,0000001100101
4329,0000001100110
25541,0000001100111
4568,00000011010000
16553,00000011010001
20690,0000001101001
28961,000000110101
17197,000000110110
10559,0000001101110
21535,0000001101111
10726,000000111000
25579,00000011100100
20798,00000011100101
14092,0000001110011
10855,000000111010
5729,000000111011
22091,00000011110
26799,000000111110
8086,000000111111
20308,00000100000000
446,00000100000001
4314,0000010000001
20759,000001000001000
404,000001000001001
6189,00000100000101
9320,00000100000110
19731,0000010000011100
5180,0000010000011101
14919,000001000001111
17161,0000010000100000
87,00000100001000010
23219,00000100001000011
11903,00000100001000100
11151,00000100001000101
23999,0000010000100011
15503,00000100001001000
27601,00000100001001001000
22503,00000100001001001001
25926,0000010000100100101
27905,000001000010010011
119,0000010000100101
14069,0000010000100110
11128,0000010000100111
10973,000001000010100
23100,0000010000101010
17607,0000010000101011
730,000001000010110
7896,0000010000101110
19437,0000010000101111
18101,0000010000110
6151,00000100001110
22400,00000100001111
15545,00000100010000
20974,00000100010001
8741,000001000100100
10358,000001000100101
977,00000100010011
7765,000001000101
5763,000001000110000
17778,000001000110001
9169,00000100011001
7509,0000010001101
7304,0000010001110
20219,000001000111100
24798,000001000111101
3872,00000100011111000
9062,00000100011111001
491,0000010001111101000
902,00000100011111010010
6455,00000100011111010011
12744,000001000111110101
8661,00000100011111011
18840,0000010001111110
590,0000010001111111
7413,00000100100
24295,00000100101000
6773,000001001010010
9313,000001001010011
11187,0000010010101
20595,0000010010110
25764,000001001011100
12069,000001001011101
14526,0000010010111100
11806,0000010010111101
1374,000001001011111
21765,00000100110000
11689,00000100110001
25429,0000010011001000
27131,0000010011001001
28482,000001001100101
2227,0000010011001100
20955,0000010011001101
4323,0000010011001110000
8212,0000010011001110001
18756,0000010011001110010
24601,0000010011001110011
18728,000001001100111010
22963,0000010011001110110
27459,0000010011001110111
5026,0000010011001111000
12404,0000010011001111001
1601,00000100110011110100
8369,00000100110011110101
22303,0000010011001111011
18815,00000100110011111000
16919,000001001100111110010
8049,0000010011001111100110
14890,0000010011001111100111
19752,00000100110011111010
20279,00000100110011111011
9640,0000010011001111110
28556,0000010011001111111
28886,0000010011010000
6925,000001001101000100
23449,0000010011010001010
1924,0000010011010001011
4656,00000100110100011
22594,0000010011010010
20063,00000100110100110
16023,000001001101001110
25484,00000100110100111100
8564,00000100110100111101
28579,0000010011010011111
24906,00000100110101
24626,000001001101100
15410,000001001101101
9114,000001001101110
13391,00000100110111100
10431,00000100110111101
18149,0000010011011111
14776,0000010011100
27806,0000010011101
21884,000001001111
12967,00000101000000
950,000001010000010
28622,000001010000011
18441,0000010100001
9463,000001010001
10476,0000010100100
8493,0000010100101
14840,000001010011
3109,0000010101000
8567,0000010101001
2063,00000101010100
9645,00000101010101
24843,00000101010110
12726,00000101010111
18262,00000101011000
3955,00000101011001
1107,00000101011010
10598,00000101011011
17216,00000101011100
25609,00000101011101
5627,0000010101111
20175,00000101100
18516,00000101101000000
12882,000001011010000010
4364,000001011010000011
